entity_name,address,floor,borough,state,zip,aed_num_person_trained,aed_num_aeds,latitude,longitude,community_district,council_district,census_tract_2010,nta_code,bbl,bin,location_point
Caspian Capital LP,10 EAST 53 STREET,35th floor / copier,Manhattan,New York,10022,2,1,40.76011361,-73.97514342,105,4,10200,MN17,1012880007,1035709,POINT (-73.97514342 40.76011361)
Cushman & Wakefield [2 Park Ave],2 PARK AVENUE,Garage,Manhattan,New York,10016,6,1,40.74606997,-73.98209233,105,4,7400,MN17,1008620029,1017019,POINT (-73.98209233 40.74606997)
"Meredith Operations Corporation - Meredith Corporate Global Security - 225 Liberty St, New York",225 LIBERTY STREET,-,Manhattan,New York,10281,23,19,40.71153017,-74.01567279,101,1,31703,MN25,1000160125,1000058,POINT (-74.01567279 40.71153017)
Jacob K. Javits Convention Center,655 WEST 34 STREET,River Pavilion,Manhattan,New York,10001,75,1,40.75655629,-74.00380806,104,3,9900,MN13,1006800001,1067973,POINT (-74.00380806 40.75655629)
"Jack Resnick & Sons, Inc.",161 WILLIAM STREET,Basement,Manhattan,New York,10038,0,1,40.71005165,-74.005955169999993,101,1,1501,MN25,1000927502,1001269,POINT (-74.00595517 40.71005165)
Brookfield Properties - Brooklyn NY - 2 Hanson Place,2 HANSON PLACE,-,Brooklyn,New York,11217,16,3,40.68508594,-73.9777279,302,35,3500,BK68,3020017501,3348849,POINT (-73.9777279 40.68508594)
I.S. 73 - The Frank Sansivieri Intermediate School,70-02 54th Avenue,Outside S206,Queens,New York,11378,13,1,40.72920762,-73.89362396,405,30,49302,QN30,4025030031,4058611,POINT (-73.89362396 40.72920762)
New York Congregation Nursing Center,135 LINDEN BOULEVARD,Main Floor-Emergency Storage Closet,Brooklyn,New York,11226,31,4,40.65242696,-73.95389199,317,40,82200,BK60,3050840082,3350370,POINT (-73.95389199 40.65242696)
HANAC Ravenswood Senior Center,34-35 12th Street,Director''s Office,Queens,New York,11106,4,1,40.76322288,-73.93760656,401,26,4300,QN68,4005230002,4430802,POINT (-73.93760656 40.76322288)
P.S. 257 John F. Hylan,60 Cook Street,outside 1st floor elevator,Brooklyn,New York,11206,16,1,40.70237925,-73.94204212,301,34,49100,BK90,3031140011,3071571,POINT (-73.94204212 40.70237925)
P.S. 097 Forest Park,85-52 85 Street,In front of Room 303,Queens,New York,11421,11,1,40.6945101,-73.85965898,409,32,1200,QN53,4088550020,4181565,POINT (-73.85965898 40.6945101)
1000 Park Ave Corp.,1000 Park Ave,Lobby,Manhattan,New York,10016,16,1,40.77905294,-73.95803217,108,4,15001,MN40,1014960034,1046822,POINT (-73.95803217 40.77905294)
P.S. 091 The Albany Avenue School,532 Albany Avenue,Outside gym room 313,Brooklyn,New York,11203,10,1,40.661879,-73.93994004,309,40,80600,BK60,3047940026,3106599,POINT (-73.93994004 40.661879)
P.S. 085 Judge Charles Vallone,23-70 31 Street,MAIN ENTRANCE,Queens,New York,11105,10,1,40.77292453,-73.9146243,401,22,11500,QN72,4008420031,4017485,POINT (-73.9146243 40.77292453)
Lower East Side Preparatory High School,145 Stanton Street,Fourth floor near room 443,Manhattan,New York,10002,13,1,40.72057435,-73.98564545,103,1,3001,MN27,1003540080,1004323,POINT (-73.98564545 40.72057435)
Brooklyn Academy High School,832 Marcy Avenue,4th Floor Outside Elevator Bank,Brooklyn,New York,11216,8,1,40.68499632,-73.94715207,303,36,24900,BK75,3018230038,3051641,POINT (-73.94715207 40.68499632)
Brooklyn North Borough Field Support Center,131 Livingston Street,Outside Room 503,Brooklyn,New York,11201,1,1,40.69073628,-73.98860518,302,33,3700,BK38,3001540001,3000420,POINT (-73.98860518 40.69073628)
Al Hirschfeld Theater,302 West 45th Street,coatcheck,Manhattan,New York,10036,3,1,40.75934449,-73.98886412,104,3,12100,MN15,1010350037,1024993,POINT (-73.98886412 40.75934449)
"JFK Airport, Building 14","JFK Airport, Building 14",-,Queens,New York,11430,5,40,40.64831283,-73.7882815,483,31,71600,QN98,4142600001,4542179,POINT (-73.7882815 40.64831283)
Academy of the City Charter School,31-29 60th Street,Trailer,Queens,New York,11377,11,1,40.75692405,-73.90267561,401,25,29700,QN63,4011360006,4437071,POINT (-73.90267561 40.75692405)
Eleven Times Square,11 Times Square,23rd Floor Outside Service Elevator (SN: B08K-00769),Manhattan,New York,10036,44,17,40.75689078,-73.9900232,105,3,11300,MN17,1010137501,1087978,POINT (-73.9900232 40.75689078)
St. Gabriel's Senior Center,331 Hawthorne Street,Office,Brooklyn,New York,11225,3,1,40.6579118,-73.94921717,309,40,80400,BK60,3048140071,3000000,POINT (-73.94921717 40.6579118)
Morgan Stanley - ISG - New York Metro - 1585 Broadway - Floor: 22,1585 BROADWAY,-,Manhattan,New York,10036,1,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
Major League Soccer,420 FIFTH AVENUE,3rd floor kitchen,Manhattan,New York,10018,8,1,40.75080205,-73.98284538,105,4,8400,MN17,1008397501,1081017,POINT (-73.98284538 40.75080205)
The Riverview School P277Q @ Hunter Point Campus (Q404),1-50 51st Avenue,Main Entrance Orange Wall,Queens,New York,11101,15,1,40.74294881,-73.95919538,402,26,100,QN31,4000060008,4538588,POINT (-73.95919538 40.74294881)
P053K @ J.H.S. 088 Peter Rouget (K088),544 7 AVENUE,Left at 720 Livonia Avenue (Moved 09/2012),Brooklyn,New York,11215,22,1,40.66001665,-73.98763729,307,39,14700,BK32,3008800001,3331276,POINT (-73.98763729 40.66001665)
"New Explorations into Science, Technology and Math High School",111 Columbia Street,MAIN ENTRANCE,Manhattan,New York,10002,21,1,40.7188881,-73.97930747,103,2,2201,MN28,1003350001,1004070,POINT (-73.97930747 40.7188881)
Business Of Sports School,439 West 49 Street,Outside Room 627,Manhattan,New York,10019,8,1,40.76336297,-73.99059981,104,3,12700,MN15,1010590015,1026646,POINT (-73.99059981 40.76336297)
Morgan Stanley - ISG - New York Metro - 1585 Broadway - Floor: 14,1585 BROADWAY,Floor: 14,Manhattan,New York,10036,3,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
Morgan Stanley - ISG - New York Metro - 1633 Broadway - Floor: 26,1633 BROADWAY,Floor: 26,Manhattan,New York,10036,2,1,40.76156716,-73.98396163,105,3,13100,MN17,1010220043,1024812,POINT (-73.98396163 40.76156716)
John Jay School for Law,237 7th Avenue,Outside Room 428,Brooklyn,New York,11215,2,1,40.66962217,-73.97928676,306,39,15500,BK37,3010820001,3025510,POINT (-73.97928676 40.66962217)
"Intercontinental Exchange - New York, NY (2 Broad Street)",2 BROAD STREET,-,Manhattan,New York,10005,1,1,40.70698539,-74.01076281,101,1,700,MN25,1000230019,1078982,POINT (-74.01076281 40.70698539)
The Museum of Modern Art,45-20 33 STREET,MoMa Queens / 1st floor / Q10 / Control room,Queens,New York,11101,55,1,40.74396236,-73.93183607,402,26,17900,QN31,4002480015,4003439,POINT (-73.93183607 40.74396236)
P.S. 035 Franz Siegel,261 East 163 Street,3rd Floor,Bronx,New York,10451,10,1,40.82729749,-73.91766901,204,16,18302,BX14,2024460043,2101573,POINT (-73.91766901 40.82729749)
Pierpont Morgan Museum,29 EAST 36 STREET,first floor in the vetibule between the double cafe doors and the freight elevator,Manhattan,New York,10016,7,1,40.74894094,-73.98175951,106,4,8200,MN20,1008660025,1017181,POINT (-73.98175951 40.74894094)
P811M The Mickey Mantle School,466 West End Avenue,"3rd Floor, Outside Room 312",Manhattan,New York,10024,7,1,40.78660411,-73.97951023,107,6,17100,MN12,1012300001,1032754,POINT (-73.97951023 40.78660411)
Morgan Stanley - ISG - New York Metro - 750 7th Ave - Floor: 12,750 SEVENTH AVENUE,-,Manhattan,New York,10019,2,1,40.76074642,-73.98352505,105,3,12500,MN17,1010210026,1024795,POINT (-73.98352505 40.76074642)
Perkins Eastman,115 FIFTH AVENUE,2nd floor / pantry,Manhattan,New York,10003,13,1,40.73888801,-73.99150181,105,3,5200,MN13,1008470062,1080756,POINT (-73.99150181 40.73888801)
P.S. 122 Mamie Fay,21-21 Ditmars Boulevard,Outside Room 410,Queens,New York,11105,12,1,40.7803396,-73.91665488,401,22,10300,QN72,4008800001,4019633,POINT (-73.91665488 40.7803396)
P.S. 083 Luis Munoz Rivera,219 East 109 Street,Outside Room 303,Manhattan,New York,10029,9,1,40.7931872,-73.94254783,111,8,18000,MN34,1016590012,1052436,POINT (-73.94254783 40.7931872)
P.S. 024 Brooklyn,427 38th Street,Main Entrance,Brooklyn,New York,11232,12,1,40.65269415,-74.00474272,307,38,8400,BK32,3007010001,3346119,POINT (-74.00474272 40.65269415)
Elm Community Charter School,79-17 51st Ave,outside elevator 3rd fl,Queens,New York,11373,5,1,40.73732599,-73.88444178,404,30,47900,QN50,4024530025,4623408,POINT (-73.88444178 40.73732599)
P.S. 005 Dr. Ronald Mcnair,820 Hancock Street,Main Entrance,Brooklyn,New York,11233,7,1,40.6856795,-73.92253192,303,41,37700,BK35,3014900001,3039906,POINT (-73.92253192 40.6856795)
Allen & Company,711 Fifth Avenue,10th Floor / Fitness Center,Manhattan,New York,10034,8,1,40.761946,-73.974699,105,4,102,MN0502,1012910001,1035768,POINT (-73.974699 40.761946)
POLY PREP CDS,9216 SEVENTH AVENUE,Travel Unit for trans,Brooklyn,New York,11228,40,1,40.61231054,-74.02373162,310,50,15200,BK30,3061430001,3336349,POINT (-74.02373162 40.61231054)
Renaissance School Of The Arts,319 East 117 Street,Outside Room 426,Manhattan,New York,10035,8,1,40.79729558,-73.93636456,111,8,18800,MN34,1016890005,1052986,POINT (-73.93636456 40.79729558)
Perkins Eastman,115 FIFTH AVENUE,6th floor / kitchen,Manhattan,New York,10003,13,1,40.73888801,-73.99150181,105,3,5200,MN13,1008470062,1080756,POINT (-73.99150181 40.73888801)
Morgan Stanley - ISG - New York Metro - 1633 Broadway - Floor: 33,1633 BROADWAY,Floor 33,Manhattan,New York,10036,4,1,40.76156716,-73.98396163,105,3,13100,MN17,1010220043,1024812,POINT (-73.98396163 40.76156716)
Bronx Academy for Multi-Media,730 Bryant Avenue,main entrance,Bronx,New York,10474,7,1,40.81544858,-73.88576876,202,17,11700,BX27,2027630279,2006566,POINT (-73.88576876 40.81544858)
Washington Heights Academy,202 Sherman Avenue,Outside Room 307,Manhattan,New York,10034,9,1,40.86537764,-73.92113953,112,10,29300,MN01,1022260041,1081910,POINT (-73.92113953 40.86537764)
"Building 141, Federal Circle, JFK Int Airport","Building 141, Federal Circle, JFK Int Airport",Annex,Queens,New York,11430,4,1,40.65867863,-73.80940218,NA,NA,NA,NA,NA,NA,POINT (-73.80940218 40.65867863)
P.S. 132 Ralph Bunche,132-15 218 Street,outside room 301,Queens,New York,11413,9,1,40.68210621,-73.74991944,413,31,62600,QN66,4129270028,4278380,POINT (-73.74991944 40.68210621)
P.S. 013 Clement C. Moore,55-01 94 Street,outside stairway H,Queens,New York,11373,12,1,40.73760527,-73.86850974,404,25,45700,QN29,4019010040,4437297,POINT (-73.86850974 40.73760527)
"Kirkland & Ellis, LLP",601 LEXINGTON AVENUE,37th floor / pantry,Manhattan,New York,10022,31,1,40.75845753,-73.97091355,106,4,10000,MN19,1013087501,1036474,POINT (-73.97091355 40.75845753)
Amber Charter School II,3120 Corlear Avenue,main entrance,Bronx,New York,10463,13,1,40.88072405,-73.90729252,208,11,28900,BX29,2057087501,2122917,POINT (-73.90729252 40.88072405)
P.S. 151 Lyndon B. Johnson,763 Knickerbocker Avenue,Main Entrance,Brooklyn,New York,11207,22,1,40.69328602,-73.90863958,304,37,43700,BK77,3034060001,3078654,POINT (-73.90863958 40.69328602)
Pathways to Graduation @ Linden Learning Center,1965 Linden Blvd.,main entrance,Brooklyn,New York,11207,1,1,40.65909112,-73.88942553,305,42,110400,BK82,3043240001,3380772,POINT (-73.88942553 40.65909112)
"Amalgamated Warbasse Houses,",2800 WEST 5 STREET,Security Vehicle,Brooklyn,New York,11224,50,1,40.58018177,-73.97172228,313,47,35400,BK23,3072500001,3257105,POINT (-73.97172228 40.58018177)
One Chase Metrotech Center,1 Chase Metrotech Center,-,Brooklyn,New York,11245,1,1,40.69405165,-73.98574134,302,33,1100,BK38,3001420100,3000000,POINT (-73.98574134 40.69405165)
1000 Park Owners Corp. [Brown Harris],1000 Park Avenue,First floor / lobby,Manhattan,New York,10028,14,1,40.77905294,-73.95803217,108,4,15001,MN40,1014960034,1046822,POINT (-73.95803217 40.77905294)
JASA Starrett Senior Center,1540 Van Siclen Avenue,Program Office,Brooklyn,New York,11239,1,1,40.64820703,-73.87761285,305,42,105801,BK93,3044520200,3343608,POINT (-73.87761285 40.64820703)
P.S. 308 Clara Cardwell,616 Quincy Street,Main Entrance,Brooklyn,New York,11221,1,1,40.68868757,-73.93549864,303,36,29300,BK35,3016300001,3044493,POINT (-73.93549864 40.68868757)
Hearst Corporation,300 WEST 57 STREET,Floor 43 Pantry,Manhattan,New York,10019,63,1,40.76643902,-73.98332508,104,6,13900,MN15,1010477502,1025451,POINT (-73.98332508 40.76643902)
New Visions Charter High School for Advanced Math and Science II,900 Tinton Avenue,Outside room B17,Bronx,New York,10456,14,1,40.82166801,-73.90354524,203,17,13300,BX35,2026680001,2004807,POINT (-73.90354524 40.82166801)
Brooklyn United Methodist Church Home,1485 DUMONT AVENUE,2nd Floor,Brooklyn,New York,11208,16,1,40.6709579,-73.86253496,305,42,120800,BK82,3042890001,3096183,POINT (-73.86253496 40.6709579)
The Port Authority of New York & New Jersey - 120 Broadway,120 BROADWAY,10th Floor,Manhattan,New York,10038,5,1,40.70853891,-74.01104079,101,1,700,MN25,1000477501,1001026,POINT (-74.01104079 40.70853891)
Mutual of America,320 PARK AVENUE,Mailroom - 2nd fl,Manhattan,New York,10022,17,1,40.75744266,-73.97379805,105,4,10200,MN17,1012860035,1035464,POINT (-73.97379805 40.75744266)
International Leadership Charter Middle School,3515 Bainbridge Avenue,Main Entrance,Bronx,New York,10467,4,1,40.88143817,-73.87837163,207,11,43100,BX43,2033280060,2017800,POINT (-73.87837163 40.88143817)
Dream Charter School Highbridge ES/MS,1162 River Ave,main entrance,Bronx,New York,10452,0,1,40.834650860000004,-73.92190969,204,16,19700,BX63,2024887501,2130367,POINT (-73.92190969 40.83465086)
Morgan Stanley - ISG - New York Metro - 180 Varick St. - Floor: 02,180 VARICK STREET,Floor: 02,Manhattan,New York,10014,2,1,40.72747272,-74.00548048,102,3,3700,MN24,1005190070,1008117,POINT (-74.00548048 40.72747272)
Bard High School Early College Queens,30-20 Thomson Avenue,Outside Room 708,Queens,New York,11101,2,1,40.74508771,-73.93663477,402,26,17900,QN31,4002740001,4003517,POINT (-73.93663477 40.74508771)
J.H.S. 210 Elizabeth Blackwell,93-11 101 Avenue,4th Floor Near Room 416,Queens,New York,11416,12,1,40.68385028,-73.84746937,409,32,3800,QN53,4090670001,4188567,POINT (-73.84746937 40.68385028)
P.S./I.S. 087 Middle Village,67-54 80th Street,outside 113,Queens,New York,11379,9,1,40.71180753,-73.87123729,405,30,62100,QN21,4037820027,4091737,POINT (-73.87123729 40.71180753)
"D.E. Shaw Research, LLC",120 WEST 45 STREET,Floor 34/Mailroom,Manhattan,New York,10036,3,1,40.75710961,-73.983544,105,4,11900,MN17,1009970041,1069581,POINT (-73.983544 40.75710961)
Morgan Stanley - ISG - New York Metro - 750 7th Ave - Floor: 14,750 SEVENTH AVENUE,-,Manhattan,New York,10019,2,1,40.76074642,-73.98352505,105,3,12500,MN17,1010210026,1024795,POINT (-73.98352505 40.76074642)
Department of Citywide Administrative Services,1932 ARTHUR AVENUE,1ST FLOOR,Bronx,New York,10451,2,1,40.84567816,-73.89329241,206,15,36901,BX17,2029470018,2009911,POINT (-73.89329241 40.84567816)
The Stahl Organization,277 PARK AVENUE,Office / 47th floor,Manhattan,New York,10172,17,1,40.75555731,-73.97513791,105,4,9200,MN19,1013027501,1076268,POINT (-73.97513791 40.75555731)
Morgan Stanley - ISG - New York Metro - 750 7th Ave - Floor: 06,750 SEVENTH AVENUE,Floor: 06,Manhattan,New York,10019,1,1,40.76074642,-73.98352505,105,3,12500,MN17,1010210026,1024795,POINT (-73.98352505 40.76074642)
P.S. 184 Flushing Manor,163-15 21 Road,Room 151A Outside Gym,Queens,New York,11357,9,1,40.77808794,-73.80016177,407,19,101700,QN47,4057560001,4129072,POINT (-73.80016177 40.77808794)
P.S. 242 Leonard P. Stavisky Early Childhood School,29-66 137 Street,main entrance,Queens,New York,11354,6,1,40.77125714,-73.83152372,407,20,88901,QN22,4043710173,4462993,POINT (-73.83152372 40.77125714)
Harriet Tubman Charter School Junior Academy,1176 Franklin Avenue,Main Entrance,Bronx,New York,10456,4,1,40.82959819,-73.9042817,203,17,18500,BX35,2026140004,2004274,POINT (-73.9042817 40.82959819)
Maxwell-Kates Inc,65 WEST 13 STREET,First Floor / Security,Manhattan,New York,10011,9,1,40.736138,-73.99607043,102,2,6300,MN23,1005777502,1009706,POINT (-73.99607043 40.736138)
Department of Citywide Administrative Services,390 KENT AVENUE,MAIN HALLLWAY,Brooklyn,New York,11249,2,1,40.71123867,-73.96834797,301,33,54900,BK73,3024670001,3063635,POINT (-73.96834797 40.71123867)
POLY PREP CDS,9216 SEVENTH AVENUE,Grand Flr Entry,Brooklyn,New York,11228,40,1,40.61231054,-74.02373162,310,50,15200,BK30,3061430001,3336349,POINT (-74.02373162 40.61231054)
Baychester Academy,3500 Edson Avenue,4th Floor Outside Elevator,Bronx,New York,10466,11,1,40.88114655,-73.8397534,212,12,46000,BX03,2048940001,2116222,POINT (-73.8397534 40.88114655)
Catholic Kolping Society,165 EAST 88 STREET,foyer,Manhattan,New York,10128,2,1,40.78049784,-73.95390768,108,5,14802,MN40,1015170031,1048082,POINT (-73.95390768 40.78049784)
Bronx Green Middle School,2441 Wallace Avenue,Main Entrance,Bronx,New York,10467,3,1,40.8621026,-73.86457504,211,13,33000,BX07,2044320001,2051313,POINT (-73.86457504 40.8621026)
P.S. 096 Queens,130-01 Rockaway Boulevard,Outside Room 301-3rd Floor Hallway,Queens,New York,11420,12,1,40.67498358,-73.8083707,410,28,18000,QN55,4116940027,4253028,POINT (-73.8083707 40.67498358)
University Prep Charter Middle School,470 Jackson Avenue,outside room 312,Bronx,New York,10455,8,1,40.81115523,-73.90980295,201,8,3500,BX39,2025780027,2003910,POINT (-73.90980295 40.81115523)
Harlem Hebrew Language Academy Charter School,147 ST NICHOLAS AVENUE,Outside Room 302,Manhattan,New York,10026,5,1,40.80454413,-73.95274953,110,9,21800,MN11,1019230049,1058397,POINT (-73.95274953 40.80454413)
P.S. 219 Kennedy-King,1060 Clarkson Avenue,Main Entrance,Brooklyn,New York,11212,12,1,40.65928049,-73.92291952,317,41,88600,BK96,3046480001,3101168,POINT (-73.92291952 40.65928049)
Morgan Stanley - ISG - New York Metro - 750 7th Ave - Floor: 11,750 SEVENTH AVENUE,-,Manhattan,New York,10019,2,1,40.76074642,-73.98352505,105,3,12500,MN17,1010210026,1024795,POINT (-73.98352505 40.76074642)
P.S. 087 William Sherman,160 West 78 Street,across from room 318,Manhattan,New York,10024,13,1,40.7819514,-73.9776376,107,6,16100,MN12,1011490007,1030196,POINT (-73.9776376 40.7819514)
Rose Hill Pre-K Center at 3560 Webster Avenue (X373),3560 Webster Avenue,Main Entrance,Bronx,New York,10467,11,1,40.88084786,-73.87064828,212,11,43500,BX99,2033607501,2128358,POINT (-73.87064828 40.88084786)
"Golenbock Eiseman Assor Bell & Peskoe, LLP",711 THIRD AVENUE,17th Floor,Manhattan,New York,10017,9,2,40.75236748,-73.97326588,106,4,9000,MN19,1013180001,1037568,POINT (-73.97326588 40.75236748)
"Chubb Insurance - NY- New York, NY (1155 AOA)",1155 AVENUE OF THE AMERICAS,-,Manhattan,New York,10036,1,1,40.75662369,-73.98282583,105,4,11900,MN17,1009970029,1022631,POINT (-73.98282583 40.75662369)
Success Academy Charter Schools - Floor 3,95 PINE STREET,Floor 3,Manhattan,New York,10005,85,1,40.70507813,-74.00587898,101,1,700,MN25,1000370013,1000873,POINT (-74.00587898 40.70507813)
TD Cowen,599 LEXINGTON AVENUE,25th Floor / Copy Room,Manhattan,New York,10017,0,1,40.75826818,-73.97105441,106,4,10000,MN19,1013070023,1036467,POINT (-73.97105441 40.75826818)
Capital Preparatory (CP) Harlem Charter School,52 East 130th Street,outside elevator 3rd fl.,Manhattan,New York,10035,10,1,40.80870634,-73.93790332,111,9,20600,MN03,1017540020,1054233,POINT (-73.93790332 40.80870634)
P.S. 064 Joseph P. Addabbo,82-01 101 Avenue,MAIN ENTRANCE,Queens,New York,11416,7,1,40.68116435,-73.85691819,409,32,4200,QN53,4090530014,4188214,POINT (-73.85691819 40.68116435)
P.S. 057 Hubert H. Humphrey,140 Palma Drive,Main Entrance,Staten Island,New York,10304,10,1,40.61150053,-74.08317674,501,49,4000,SI08,5028880040,5043519,POINT (-74.08317674 40.61150053)
910 5th Avenue,910 5th Avenue,1st,Manhattan,New York,10021,15,1,40.77240794,-73.96652441,108,4,13000,MN40,1013870001,1041450,POINT (-73.96652441 40.77240794)
The Guggenhelm Museum,140 58 STREET,Unit 5c Building B,Manhattan,New York,11220,13,1,40.64533046,-74.02286416,307,38,1800,BK32,3057780001,3414976,POINT (-74.02286416 40.64533046)
The Blackstone Group,345 PARK AVENUE,44th Floor / east pantry,Manhattan,New York,10154,33,1,40.75816441,-73.97324549,105,4,10000,MN19,1013060001,1036460,POINT (-73.97324549 40.75816441)
P.S. 094 David D. Porter,41-77 Little Neck Parkway,Outside Main Office,Queens,New York,11363,6,1,40.77117793,-73.73925086,411,19,147900,QN45,4081350029,4169468,POINT (-73.73925086 40.77117793)
Earl Monroe New Renaissance Basketball Charter School,1617 PARKVIEW AVENUE,outside room 016,Bronx,New York,10461,10,1,40.8454685,-73.82701585,210,13,26602,BX10,2041730018,2087149,POINT (-73.82701585 40.8454685)
Thurgood Marshall Academy for Learning and Social Change,200 West 135 Street,6th Floor Outside Gym,Manhattan,New York,10030,5,1,40.81544236,-73.94406035,110,9,22800,MN03,1019400035,1058843,POINT (-73.94406035 40.81544236)
Morgan Stanley - ISG - New York Metro - 1585 Broadway - Floor: 3,1585 BROADWAY,-,Manhattan,New York,10036,2,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
P.S. 175 Henry H Garnet,175 West 134 Street,Rm 317,Manhattan,New York,10030,10,1,40.81441563,-73.94366382,110,9,22800,MN03,1019190006,1058248,POINT (-73.94366382 40.81441563)
Sailor's Snug Harbor,1000 Richmond Terrace,1,Staten Island,New York,10301,1,1,40.64506801,-74.10475314,501,49,9700,SI22,5000760200,5000000,POINT (-74.10475314 40.64506801)
P.S. 290 Manhattan New School,311 East 82 Street,5th Floor Outside Room 505,Manhattan,New York,10028,13,1,40.77507114,-73.95309547,108,5,13800,MN32,1015450005,1049876,POINT (-73.95309547 40.77507114)
P.S. 160 Walter Francis Bishop,109-59 Inwood Street,Main Lobby,Queens,New York,11435,9,1,40.68809555,-73.80041449,412,28,19600,QN01,4119420302,4258143,POINT (-73.80041449 40.68809555)
P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,850 Kent Avenue,Main Entrance,Brooklyn,New York,11205,10,1,40.69540956,-73.95957078,303,33,123700,BK75,3018970013,3054671,POINT (-73.95957078 40.69540956)
DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,253 BROADWAY,14TH FLOOR,Manhattan,New York,10007,8,1,40.71325748,-74.00706286,101,1,2100,MN24,1001347501,1082757,POINT (-74.00706286 40.71325748)
P.S. 234 Independence School,292 Greenwich Street,main entrance,Manhattan,New York,10007,10,1,40.71601017,-74.01103843,101,1,2100,MN24,1001420001,1001533,POINT (-74.01103843 40.71601017)
P.S. 222 Katherine R. Snyder,3301 Quentin Road,Room 311,Brooklyn,New York,11234,6,1,40.61330951,-73.93887097,318,46,64600,BK45,3077060001,3212254,POINT (-73.93887097 40.61330951)
Waterside Children's Studio School,140 Beach 112 Street,Outside Rm 309,Queens,New York,11694,12,1,40.57977267,-73.83313179,414,32,93800,QN10,4161840001,4303856,POINT (-73.83313179 40.57977267)
"Bryan Cave, LLP",1290 AVENUE OF THE AMERICAS,35th floor / reception area,Manhattan,New York,10104,20,1,40.76085011,-73.97971672,105,4,10400,MN17,1012670001,1034510,POINT (-73.97971672 40.76085011)
P.S. 380 John Wayne Elementary,370 Marcy Avenue,"Main Entrance in front of School Safety, 1st Fl",Brooklyn,New York,11206,23,1,40.70241994,-73.95298449,301,33,53100,BK75,3022360009,3061235,POINT (-73.95298449 40.70241994)
P.S. 013 M. L. Lindemeyer,191 Vermont Avenue,Room 213/214,Staten Island,New York,10305,12,1,40.61320843,-74.0698884,501,49,800,SI37,5028520001,5042776,POINT (-74.0698884 40.61320843)
Wildlife Conservation Society,2300 SOUTHERN BOULEVARD,BZ Cogen,Bronx,New York,10460,64,1,40.85053675,-73.88245508,227,15,33400,BX99,2031200020,2116700,POINT (-73.88245508 40.85053675)
I.S. 075 Frank D. Paulo,455 Huguenot Avenue,Main Entrance,Staten Island,New York,10312,16,1,40.54437298,-74.19789528,503,51,17010,SI48,5060500002,5079651,POINT (-74.19789528 40.54437298)
The New York Times,1 NEW YORK TIMES PLAZA,Occupational Health Department,Queens,New York,11354,25,4,40.7782889,-73.8276135,407,19,90700,QN23,4042820100,4447038,POINT (-73.8276135 40.7782889)
P.S. 171 Peter G. Van Alst,14-14 29 Avenue,Stairway C on the 3rd Floor,Queens,New York,11102,10,1,40.77132869,-73.92908576,401,22,8300,QN71,4005370014,4006046,POINT (-73.92908576 40.77132869)
New Bridges Elementary,1025 EASTERN PARKWAY,outside room 307,Brooklyn,New York,11213,12,1,40.66899331,-73.93463459,308,35,35300,BK61,3013890035,3037303,POINT (-73.93463459 40.66899331)
TD Cowen,599 LEXINGTON AVENUE,21st floor / Pantry,Manhattan,New York,10017,0,1,40.75826818,-73.97105441,106,4,10000,MN19,1013070023,1036467,POINT (-73.97105441 40.75826818)
I.S. 145 Joseph Pulitzer,33-34 80 Street,Outside Rm 251,Queens,New York,11372,14,1,40.7546536,-73.88711146,403,25,28500,QN28,4012520001,4442764,POINT (-73.88711146 40.7546536)
P.S. 023 Richmondtown,30 Natick Street,Main Entrance,Staten Island,New York,10306,12,1,40.5711796,-74.13263358,503,50,13800,SI25,5043730001,5059927,POINT (-74.13263358 40.5711796)
William E. Grady Career and Technical Education High School,25 Brighton 4 Road,Outside Room 340 (wall mount),Brooklyn,New York,11235,18,1,40.58257839,-73.96347705,313,48,36600,BK19,3072610201,3196378,POINT (-73.96347705 40.58257839)
School of Performing Arts (X116),977 Fox Street,main entrance,Bronx,New York,10459,7,1,40.82243627,-73.8939007,202,17,15900,BX27,2027140004,2005660,POINT (-73.8939007 40.82243627)
Fresh Fields,601 LEXINGTON AVENUE,N/A,Manhattan,New York,10022,3,4,40.75845753,-73.97091355,106,4,10000,MN19,1013087501,1036474,POINT (-73.97091355 40.75845753)
RAICES Corona Senior Center,102-47 43rd Avenue,Director''s Office,Queens,New York,11368,4,1,40.74727623,-73.86246349,404,21,40500,QN26,4019770039,4618215,POINT (-73.86246349 40.74727623)
P.S. 326 Brooklyn,1800 Utica Avenue,Outside Rm 305,Brooklyn,New York,11234,8,1,40.62865199,-73.92793021,318,45,72800,BK58,3077750001,3215550,POINT (-73.92793021 40.62865199)
St. Francis Prep High School,61-00 FRANCIS LEWIS BOULEVARD,CAFETERIA,Queens,New York,11365,190,1,40.74266493,-73.77543997,408,23,134700,QN41,4071280002,4438312,POINT (-73.77543997 40.74266493)
